group_type,group,trades,win_rate,avg_pnl,median_pnl,total_pnl,profit_factor,raw_sharpe_proxy,avg_confidence,avg_expected_return,avg_rank_score,avg_holding_days
ticker,AIG,6,0.8333,16.67,20.9,100.0,9.584,1.297,50.31,0.2583,0.0135,3.67
ticker,TMO,16,0.75,5.97,11.49,95.48,1.7,0.223,50.76,0.2044,-0.0018,3.69
ticker,HD,16,0.6875,5.69,14.56,91.05,1.809,0.266,50.62,0.2406,-0.0079,3.31
ticker,COST,36,0.6944,2.5,9.23,89.93,1.391,0.141,51.01,0.1531,-0.0013,3.17
ticker,CCI,26,0.6154,3.28,11.9,85.26,1.373,0.147,50.59,0.2312,0.0007,2.31
ticker,SLB,7,0.7143,11.4,33.83,79.79,1.808,0.293,51.81,0.2029,0.0009,2.29
ticker,T,30,0.6,2.39,11.95,71.62,1.353,0.142,51.14,0.1707,0.0006,3.1
ticker,KO,6,0.8333,11.64,8.66,69.84,81.276,1.213,51.19,0.2983,0.0007,3.5
ticker,LYV,11,0.7273,6.06,18.36,66.69,1.735,0.246,51.23,0.2664,0.0073,3.73
ticker,TMUS,33,0.6061,2.0,6.0,66.04,1.277,0.106,50.65,0.2742,0.0005,2.73
ticker,NFLX,6,0.5,10.77,17.31,64.64,1.864,0.272,51.4,0.255,0.0471,3.17
ticker,LLY,5,0.6,11.66,17.41,58.29,2.199,0.367,50.53,0.07,0.0102,2.8
ticker,PNC,6,0.6667,9.29,15.01,55.73,2.248,0.376,50.76,0.1717,-0.0003,4.0
ticker,DOW,6,0.6667,9.02,15.95,54.13,1.606,0.209,50.4,-0.0083,-0.0125,3.33
ticker,WMT,14,0.7143,3.56,7.78,49.86,1.698,0.23,52.1,0.2586,-0.0014,3.07
ticker,WELL,4,0.75,10.88,35.03,43.51,1.653,0.243,50.33,0.4275,0.0227,4.0
ticker,CSX,6,0.5,6.93,2.83,41.57,1.725,0.246,50.98,0.265,0.0053,3.0
ticker,SRE,5,0.6,7.87,7.74,39.36,7.41,0.7,51.04,0.116,0.0136,2.6
ticker,LMT,8,0.625,4.44,6.38,35.53,1.804,0.264,51.18,0.3275,0.0056,4.25
ticker,WFC,5,0.8,6.62,6.97,33.08,1.871,0.264,51.07,0.242,0.0066,2.4
ticker,MSFT,17,0.5882,1.87,10.06,31.71,1.192,0.078,51.11,0.3576,-0.0034,3.29
ticker,MPC,5,0.6,5.56,28.6,27.82,1.285,0.12,50.15,0.136,0.0292,3.0
ticker,MA,11,0.3636,2.31,-4.66,25.38,1.234,0.082,51.73,0.3855,-0.0028,3.0
ticker,MS,7,0.5714,3.38,13.05,23.63,1.256,0.106,51.14,0.5843,0.0023,4.0
ticker,TJX,28,0.5714,0.81,4.0,22.65,1.117,0.048,51.31,0.2957,0.0009,3.61
ticker,CAT,5,0.6,4.44,1.92,22.2,1.364,0.131,51.25,0.634,-0.0004,4.2
ticker,FCX,8,0.5,2.12,4.81,16.93,1.096,0.045,50.74,-0.0075,0.0181,3.38
ticker,AMAT,5,0.6,2.92,13.38,14.59,1.176,0.074,51.41,0.522,0.0056,4.4
ticker,PSA,25,0.52,0.55,4.06,13.78,1.061,0.027,51.0,0.1984,0.0046,2.8
ticker,UNP,24,0.5417,0.51,2.63,12.33,1.054,0.023,50.69,0.3,0.0002,3.5
ticker,BSX,3,0.6667,3.99,17.99,11.98,1.21,0.088,50.55,0.25,0.0126,2.33
ticker,JNJ,6,0.6667,1.76,10.86,10.57,1.241,0.103,51.41,0.12,0.0009,1.5
ticker,FDX,12,0.5833,0.87,16.56,10.42,1.052,0.024,51.23,0.1242,-0.0035,3.17
ticker,QCOM,8,0.625,0.98,7.12,7.84,1.092,0.034,50.87,0.1462,0.0071,4.0
ticker,ROST,6,0.5,1.18,4.4,7.06,1.111,0.045,51.75,0.23,0.0115,2.83
ticker,NKE,3,0.3333,1.96,-3.23,5.89,1.637,0.209,50.16,-0.19,-0.0002,5.0
ticker,IBM,11,0.6364,0.44,10.17,4.84,1.042,0.019,50.98,0.2818,0.0027,2.82
ticker,OMC,28,0.5714,0.14,4.99,3.96,1.017,0.007,50.94,0.2868,0.005,3.43
ticker,DE,10,0.5,0.22,-1.68,2.19,1.024,0.011,51.19,0.1,0.0062,4.0
ticker,BLK,6,0.5,0.06,-0.63,0.37,1.005,0.002,51.61,0.0983,-0.0004,3.5
ticker,EXC,34,0.5588,-0.05,6.17,-1.84,0.993,-0.003,50.8,0.2332,-0.0021,3.26
ticker,LIN,17,0.4706,-0.2,-7.2,-3.46,0.976,-0.011,51.89,0.2447,0.0014,3.24
ticker,AMD,7,0.4286,-0.66,-4.76,-4.63,0.961,-0.016,51.88,0.2929,0.0084,4.14
ticker,SYK,6,0.5,-1.47,1.02,-8.84,0.896,-0.053,51.1,0.365,0.0038,3.5
ticker,CSCO,34,0.5882,-0.31,5.28,-10.51,0.963,-0.016,51.03,0.2603,-0.0004,3.47
ticker,CVX,15,0.6,-0.77,5.46,-11.59,0.916,-0.041,50.66,0.1867,-0.007,3.27
ticker,PM,5,0.6,-2.66,5.25,-13.28,0.692,-0.168,51.25,0.154,-0.0021,3.2
ticker,SPG,2,0.5,-6.84,-6.84,-13.67,0.574,-0.271,50.24,0.205,0.0154,3.5
ticker,USB,1,0.0,-15.08,-15.08,-15.08,0.0,-15080000000.0,50.0,0.44,-0.0536,5.0
