date,entry_date,exit_date,ticker,signal,signal_quality,confidence,expected_return,position_pct,regime_state,entry_price,exit_price,holding_days,net_pnl,sector,capacity_warning
2017-05-07,2017-05-08,2017-05-13,BTC-USD,LONG,MEDIUM,58.56,1.43,15.0,bull,1598.9248,1802.6462,5,283.32,OTHER,False
2017-05-08,2017-05-09,2017-05-14,BTC-USD,LONG,MEDIUM,58.21,0.73,15.0,bull,1726.0536,1806.6414,5,107.52,OTHER,False
2017-05-09,2017-05-10,2017-05-15,BTC-USD,LONG,MEDIUM,58.21,0.48,15.0,bull,1758.7243,1736.2499,5,-29.78,OTHER,False
2017-07-02,2017-07-03,2017-07-08,BTC-USD,LONG,MEDIUM,58.53,0.22,15.0,neutral,2501.6907,2568.1191,5,62.58,OTHER,False
2017-07-16,2017-07-17,2017-07-22,BTC-USD,LONG,MEDIUM,58.26,0.89,15.0,bull,1935.0432,2806.5988,5,1065.96,OTHER,False
2017-07-30,2017-07-31,2017-08-05,BTC-USD,LONG,MEDIUM,58.0,1.24,15.0,bull,2766.7026,3248.8356,5,440.31,OTHER,False
2017-07-31,2017-08-01,2017-08-06,BTC-USD,LONG,MEDIUM,59.19,1.45,15.0,bull,2874.8979,3209.9146,5,296.17,OTHER,False
2017-08-10,2017-08-11,2017-08-16,BTC-USD,LONG,MEDIUM,64.71,0.61,15.0,neutral,3378.0467,4371.1506,5,775.35,OTHER,False
2017-08-11,2017-08-12,2017-08-17,BTC-USD,LONG,MEDIUM,64.71,0.28,15.0,neutral,3655.2028,4326.2674,5,490.06,OTHER,False
2017-09-05,2017-09-06,2017-09-11,BTC-USD,LONG,MEDIUM,64.71,0.3,15.0,neutral,4382.0689,4156.0622,5,-145.84,OTHER,False
2017-09-08,2017-09-09,2017-09-14,BTC-USD,LONG,MEDIUM,64.71,0.28,15.0,neutral,4235.1056,3151.0015,5,-719.97,OTHER,False
2017-09-09,2017-09-10,2017-09-15,BTC-USD,LONG,MEDIUM,64.71,0.17,15.0,neutral,4234.6349,3632.9678,5,-399.46,OTHER,False
2017-09-13,2017-09-14,2017-09-19,BTC-USD,LONG,MEDIUM,64.71,0.31,15.0,bull,3880.2224,3920.0577,5,28.07,OTHER,False
2017-09-14,2017-09-15,2017-09-20,BTC-USD,LONG,MEDIUM,64.71,0.52,15.0,bull,3170.2647,3901.061,5,579.26,OTHER,False
2017-09-15,2017-09-16,2017-09-21,BTC-USD,LONG,MEDIUM,64.71,0.39,15.0,bull,3642.3046,3626.4954,5,-11.59,OTHER,False
2017-09-16,2017-09-17,2017-09-22,BTC-USD,LONG,MEDIUM,64.71,0.11,15.0,bull,3610.7953,3626.1555,5,11.32,OTHER,False
2017-09-17,2017-09-18,2017-09-23,BTC-USD,LONG,MEDIUM,64.71,0.11,15.0,bull,3595.5864,3787.653,5,141.3,OTHER,False
2017-10-12,2017-10-13,2017-10-20,AMZN,LONG,HIGH,61.92,0.44,15.0,bull,50.4177,49.0793,5,-73.55,XLY,False
2017-10-13,2017-10-16,2017-10-23,NVDA,LONG,MEDIUM,62.98,1.08,15.0,bull,4.8436,4.8508,5,-1.59,XLK,False
2017-10-13,2017-10-16,2017-10-23,AMZN,LONG,HIGH,61.92,0.4,15.0,bull,50.4899,48.2499,5,-122.45,XLY,False
2017-10-16,2017-10-17,2017-10-24,AMZN,LONG,HIGH,61.92,0.46,15.0,bull,50.3472,48.7292,5,-88.97,XLY,False
2017-10-16,2017-10-17,2017-10-24,NVDA,LONG,MEDIUM,61.77,0.99,15.0,bull,4.8756,4.9017,5,9.08,XLK,False
2017-10-18,2017-10-19,2017-10-26,AMZN,LONG,HIGH,61.92,0.66,15.0,bull,49.5667,48.556,5,-56.39,XLY,False
2017-10-19,2017-10-20,2017-10-27,AMZN,LONG,HIGH,61.92,0.63,15.0,bull,49.7434,54.9739,5,285.98,XLY,False
2017-10-20,2017-10-23,2017-10-30,AMZN,LONG,HIGH,61.92,0.64,15.0,bull,49.403,55.4684,5,332.11,XLY,False
2017-10-20,2017-10-23,2017-10-30,NVDA,LONG,MEDIUM,60.38,0.96,15.0,bull,4.8927,5.029,5,69.95,XLK,False
2017-10-23,2017-10-24,2017-10-31,AMZN,LONG,HIGH,61.92,1.04,15.0,bull,48.5154,55.1903,5,366.4,XLY,False
2017-10-24,2017-10-25,2017-11-01,AMZN,LONG,HIGH,61.92,0.96,15.0,bull,48.966,55.1104,5,337.28,XLY,False
2017-10-25,2017-10-26,2017-11-02,NVDA,LONG,MEDIUM,64.1,0.98,15.0,neutral,4.8185,5.0808,5,140.04,XLK,False
2017-10-25,2017-10-26,2017-11-02,AMZN,LONG,HIGH,61.92,0.8,15.0,neutral,49.0825,54.6381,5,302.16,XLY,False
2017-10-26,2017-10-27,2017-11-03,AMZN,LONG,HIGH,61.92,0.84,15.0,bull,52.9775,55.5061,5,127.12,XLY,False
2017-10-27,2017-10-30,2017-11-06,AMZN,LONG,HIGH,60.41,0.59,15.0,bull,54.8235,55.9584,5,61.12,XLY,False
2017-10-30,2017-10-31,2017-11-07,AMZN,LONG,HIGH,60.41,0.67,15.0,bull,55.5239,56.0837,5,29.82,XLY,False
2017-10-31,2017-11-01,2017-11-08,AMZN,LONG,HIGH,60.41,0.84,15.0,bull,55.3437,56.5686,5,65.93,XLY,False
2017-11-01,2017-11-02,2017-11-09,AMZN,LONG,HIGH,60.41,0.74,15.0,bull,54.9637,56.3813,5,76.8,XLY,False
2017-11-02,2017-11-03,2017-11-10,AMZN,LONG,HIGH,60.03,0.93,15.0,bull,54.6302,56.1925,5,84.5,XLY,False
2017-11-03,2017-11-06,2017-11-13,AMZN,LONG,HIGH,60.03,0.84,15.0,bull,55.5314,56.3833,5,45.72,XLY,False
2017-11-07,2017-11-08,2017-11-13,BTC-USD,LONG,MEDIUM,64.71,0.16,15.0,bull,7150.3176,6551.2852,5,-254.9,OTHER,False
2017-11-06,2017-11-07,2017-11-14,NVDA,LONG,MEDIUM,63.44,0.98,15.0,bull,5.2086,5.2841,5,38.17,XLK,False
2017-11-06,2017-11-07,2017-11-14,AMZN,LONG,HIGH,61.7,0.34,15.0,bull,56.3119,56.7663,5,23.97,XLY,False
2017-11-08,2017-11-09,2017-11-14,BTC-USD,LONG,MEDIUM,64.71,0.52,15.0,bull,7456.1498,6627.4497,5,-341.42,OTHER,False
2017-11-07,2017-11-08,2017-11-15,NVDA,LONG,MEDIUM,60.8,0.94,15.0,bull,5.2408,5.1804,5,-40.84,XLK,False
2017-11-07,2017-11-08,2017-11-15,AMZN,LONG,HIGH,60.03,0.6,15.0,bull,56.2158,56.2595,5,1.83,XLY,False
2017-11-09,2017-11-10,2017-11-15,BTC-USD,LONG,MEDIUM,64.71,0.57,15.0,bull,7182.7078,7306.3895,5,51.78,OTHER,False
2017-11-08,2017-11-09,2017-11-16,NVDA,LONG,MEDIUM,60.32,0.97,15.0,bull,5.078,5.2206,5,80.25,XLK,False
2017-11-08,2017-11-09,2017-11-16,AMZN,LONG,HIGH,60.03,0.54,15.0,bull,56.373,56.7888,5,22.12,XLY,False
2017-11-09,2017-11-10,2017-11-17,NVDA,LONG,MEDIUM,60.64,0.99,15.0,bull,5.2712,5.2145,5,-38.04,XLK,False
2017-11-09,2017-11-10,2017-11-17,AMZN,LONG,HIGH,60.03,0.19,15.0,bull,56.38,56.4188,5,1.54,XLY,False
2017-11-11,2017-11-12,2017-11-17,BTC-USD,LONG,MEDIUM,64.71,1.0,15.0,bull,6303.3286,7699.3475,5,647.55,OTHER,False
2017-11-12,2017-11-13,2017-11-18,BTC-USD,LONG,MEDIUM,64.71,1.0,15.0,bull,5945.6813,7780.4056,5,870.92,OTHER,False
2017-11-10,2017-11-13,2017-11-20,AMZN,LONG,HIGH,60.03,0.08,15.0,bull,56.2248,56.2406,5,0.31,XLY,False
2017-11-13,2017-11-14,2017-11-21,NVDA,LONG,MEDIUM,62.69,1.09,15.0,bull,5.2692,5.3302,5,29.06,XLK,False
2017-11-13,2017-11-14,2017-11-21,AMZN,LONG,HIGH,60.03,0.09,15.0,bull,56.5807,56.8987,5,16.34,XLY,False
2017-11-14,2017-11-15,2017-11-22,NVDA,LONG,MEDIUM,61.52,0.98,15.0,neutral,5.2432,5.3062,5,30.86,XLK,False
2017-11-15,2017-11-16,2017-11-24,NVDA,LONG,MEDIUM,63.83,1.0,15.0,neutral,5.2687,5.3563,5,46.07,XLK,False
2017-11-15,2017-11-16,2017-11-24,AMZN,LONG,HIGH,63.08,0.31,15.0,neutral,56.5833,59.2209,5,145.18,XLY,False
2017-11-16,2017-11-17,2017-11-27,AMZN,LONG,HIGH,63.08,0.32,15.0,bull,56.9899,59.7114,5,153.77,XLY,False
2017-11-17,2017-11-20,2017-11-28,AMZN,LONG,HIGH,63.08,0.51,15.0,neutral,56.5638,59.5999,5,170.58,XLY,False
2017-11-20,2017-11-21,2017-11-29,NVDA,LONG,MEDIUM,61.23,0.99,15.0,bull,5.3357,4.8493,5,-298.0,XLK,False
2017-11-21,2017-11-22,2017-11-30,NVDA,LONG,MEDIUM,61.23,0.98,15.0,bull,5.3719,4.9552,5,-256.99,XLK,False
2017-11-26,2017-11-27,2017-12-02,BTC-USD,LONG,MEDIUM,64.71,0.3,15.0,bull,9364.4211,11060.7501,5,596.04,OTHER,False
2017-11-24,2017-11-27,2017-12-04,NVDA,LONG,MEDIUM,62.24,0.96,15.0,bull,5.3796,4.6083,5,-478.18,XLK,False
2017-11-29,2017-11-30,2017-12-05,BTC-USD,LONG,MEDIUM,64.71,0.25,15.0,bull,9919.1837,11901.7983,5,629.91,OTHER,False
2017-11-28,2017-11-29,2017-12-06,NVDA,LONG,MEDIUM,63.74,1.04,15.0,bull,5.1988,4.6725,5,-339.53,XLK,False
2017-11-30,2017-12-01,2017-12-06,BTC-USD,LONG,MEDIUM,64.71,0.32,15.0,bull,10211.3582,14273.6288,5,1280.48,OTHER,False
2017-11-29,2017-11-30,2017-12-07,AMZN,LONG,HIGH,63.08,0.98,15.0,bull,58.433,57.9122,5,-28.63,XLY,False
2017-11-29,2017-11-30,2017-12-07,NVDA,LONG,MEDIUM,63.05,1.03,15.0,bull,4.9312,4.7399,5,-128.67,XLK,False
2017-11-30,2017-12-01,2017-12-08,AMZN,LONG,HIGH,63.08,0.3,15.0,bull,58.6808,58.0225,5,-36.67,XLY,False
2017-11-30,2017-12-01,2017-12-08,NVDA,LONG,MEDIUM,63.05,1.07,15.0,bull,4.934,4.7276,5,-141.18,XLK,False
2017-12-03,2017-12-04,2017-12-09,BTC-USD,LONG,MEDIUM,64.71,0.29,15.0,bull,11329.5558,15159.222,5,1121.45,OTHER,False
2017-12-01,2017-12-04,2017-12-11,NVDA,LONG,MEDIUM,64.9,1.0,15.0,bull,4.9523,4.8058,5,-104.04,XLK,False
2017-12-01,2017-12-04,2017-12-11,AMZN,LONG,HIGH,63.08,0.41,15.0,bull,58.7709,58.3679,5,-23.14,XLY,False
2017-12-04,2017-12-05,2017-12-12,NVDA,LONG,MEDIUM,64.59,0.98,15.0,bull,4.5153,4.7115,5,131.79,XLK,False
2017-12-04,2017-12-05,2017-12-12,AMZN,LONG,HIGH,60.03,0.69,15.0,bull,56.4884,58.1762,5,94.95,XLY,False
2017-12-05,2017-12-06,2017-12-13,NVDA,LONG,MEDIUM,64.2,1.0,15.0,bull,4.597,4.5964,5,-7.54,XLK,False
2017-12-05,2017-12-06,2017-12-13,AMZN,LONG,HIGH,61.78,0.55,15.0,bull,56.9756,58.1287,5,65.61,XLY,False
2017-12-06,2017-12-07,2017-12-14,AMZN,LONG,HIGH,61.78,0.37,15.0,bull,57.907,58.6343,5,43.79,XLY,False
2017-12-07,2017-12-08,2017-12-15,AMZN,LONG,HIGH,60.03,0.35,15.0,bull,58.5985,58.8779,5,17.21,XLY,False
2017-12-08,2017-12-11,2017-12-18,NVDA,LONG,MEDIUM,63.15,0.99,15.0,bull,4.7545,4.8857,5,93.76,XLK,False
2017-12-08,2017-12-11,2017-12-18,AMZN,LONG,HIGH,60.03,0.01,15.0,bull,58.3081,59.4492,5,71.33,XLY,False
2017-12-11,2017-12-12,2017-12-19,NVDA,LONG,MEDIUM,64.44,1.04,15.0,bull,4.7753,4.8416,5,43.11,XLK,False
2017-12-18,2017-12-19,2017-12-27,NVDA,LONG,MEDIUM,64.25,0.95,15.0,bull,4.8897,4.8677,5,-23.89,XLK,False
2017-12-19,2017-12-20,2017-12-28,NVDA,LONG,MEDIUM,64.76,0.97,15.0,bull,4.8941,4.8734,5,-22.91,XLK,False
2017-12-20,2017-12-21,2017-12-29,AMZN,LONG,HIGH,60.03,0.02,15.0,bull,58.8738,58.3944,5,-30.29,XLY,False
2017-12-23,2017-12-24,2017-12-29,BTC-USD,LONG,HIGH,58.75,0.43,15.0,bull,14626.4701,14637.8775,5,2.83,OTHER,False
2017-12-24,2017-12-25,2017-12-30,BTC-USD,LONG,HIGH,58.75,0.68,15.0,bull,14013.4046,12936.0077,5,-276.83,OTHER,False
2017-12-21,2017-12-22,2018-01-02,AMZN,LONG,HIGH,60.03,0.03,15.0,bull,58.6826,59.37,5,41.98,XLY,False
2017-12-22,2017-12-26,2018-01-03,AMZN,LONG,HIGH,62.39,0.03,15.0,bull,58.4965,60.1283,5,100.58,XLY,False
2017-12-28,2017-12-29,2018-01-03,BTC-USD,LONG,HIGH,58.49,0.73,15.0,bull,14714.1794,15181.9962,5,117.14,OTHER,False
2017-12-26,2017-12-27,2018-01-04,AMZN,LONG,HIGH,62.39,0.05,15.0,bull,59.075,60.3972,5,84.1,XLY,False
2017-12-29,2017-12-30,2018-01-04,BTC-USD,LONG,HIGH,57.74,0.37,15.0,bull,14700.2625,15579.6987,5,218.55,OTHER,False
2017-12-30,2017-12-31,2018-01-05,BTC-USD,LONG,HIGH,59.24,0.57,15.0,bull,12913.8311,17407.7102,5,1202.5,OTHER,False
2017-12-31,2018-01-01,2018-01-06,BTC-USD,LONG,HIGH,59.7,0.51,15.0,neutral,14129.85,17505.0886,5,858.92,OTHER,False
2018-01-01,2018-01-02,2018-01-07,BTC-USD,LONG,HIGH,58.5,0.46,15.0,neutral,13642.0404,16457.0001,5,726.37,OTHER,False
2017-12-29,2018-01-02,2018-01-09,AMZN,LONG,HIGH,61.7,0.15,15.0,bull,58.6794,62.5501,5,240.38,XLY,False
2018-01-08,2018-01-09,2018-01-17,AMZN,LONG,HIGH,61.7,0.11,15.0,bull,62.9304,64.6625,5,113.15,XLY,False
2018-01-09,2018-01-10,2018-01-18,NVDA,LONG,MEDIUM,60.69,0.99,15.0,bull,5.4017,5.5409,5,98.88,XLK,False
2018-01-10,2018-01-11,2018-01-19,NVDA,LONG,MEDIUM,61.39,0.98,15.0,bull,5.57,5.6809,5,75.13,XLK,False
2018-01-11,2018-01-12,2018-01-22,NVDA,LONG,MEDIUM,60.59,0.98,15.0,bull,5.5354,5.7693,5,168.15,XLK,False
2018-01-12,2018-01-16,2018-01-23,AMZN,LONG,HIGH,63.18,0.21,15.0,bull,66.2393,68.0355,5,112.22,XLY,False
2018-01-16,2018-01-17,2018-01-24,AMZN,LONG,HIGH,60.41,0.22,15.0,bull,65.7005,67.7846,5,130.31,XLY,False
2018-01-17,2018-01-18,2018-01-25,AMZN,LONG,HIGH,60.41,0.49,15.0,bull,64.7848,68.8052,5,256.73,XLY,False
2018-01-18,2018-01-19,2018-01-26,AMZN,LONG,HIGH,60.41,0.39,15.0,bull,65.6884,70.0088,5,271.71,XLY,False
2018-01-20,2018-01-21,2018-01-26,BTC-USD,LONG,HIGH,57.58,0.37,15.0,bull,12905.3207,11157.4335,5,-563.24,OTHER,False
2018-01-19,2018-01-22,2018-01-29,NVDA,LONG,MEDIUM,63.71,0.97,15.0,bull,5.7044,6.0942,5,277.19,XLK,False
2018-01-19,2018-01-22,2018-01-29,AMZN,LONG,HIGH,60.41,0.4,15.0,bull,64.9458,70.7893,5,373.96,XLY,False
2018-01-22,2018-01-23,2018-01-30,NVDA,LONG,MEDIUM,63.71,0.99,15.0,bull,5.8386,5.9923,5,102.36,XLK,False
2018-01-22,2018-01-23,2018-01-30,AMZN,LONG,HIGH,60.41,0.44,15.0,bull,66.9944,71.7952,5,297.45,XLY,False
2018-01-24,2018-01-25,2018-01-30,BTC-USD,LONG,HIGH,59.38,0.26,15.0,bull,11435.9861,10093.6637,5,-499.39,OTHER,False
2018-01-23,2018-01-24,2018-01-31,NVDA,LONG,MEDIUM,63.2,0.99,15.0,bull,5.9176,6.0683,5,101.58,XLK,False
2018-01-25,2018-01-26,2018-01-31,BTC-USD,LONG,HIGH,57.68,0.26,15.0,bull,11270.0788,10208.3198,5,-403.23,OTHER,False
2018-01-24,2018-01-25,2018-02-01,AMZN,LONG,HIGH,60.41,0.26,15.0,bull,68.4916,69.4077,5,56.29,XLY,False
2018-01-24,2018-01-25,2018-02-01,NVDA,LONG,MEDIUM,60.04,0.99,15.0,bull,5.8918,5.9374,5,25.73,XLK,False
2018-01-27,2018-01-28,2018-02-02,BTC-USD,LONG,HIGH,59.06,0.03,15.0,bull,11489.6532,8819.7086,5,-1025.84,OTHER,False
2018-01-29,2018-01-30,2018-02-04,BTC-USD,LONG,HIGH,58.96,0.39,15.0,bull,11320.9427,8266.6605,5,-1201.66,OTHER,False
2018-01-26,2018-01-29,2018-02-05,NVDA,LONG,MEDIUM,63.05,0.91,15.0,bull,6.0091,5.2758,5,-542.36,XLK,False
2018-01-30,2018-01-31,2018-02-07,NVDA,LONG,MEDIUM,62.95,1.04,15.0,bull,6.0841,5.6486,5,-303.94,XLK,False
2018-01-31,2018-02-01,2018-02-08,NVDA,LONG,MEDIUM,63.32,1.07,15.0,bull,5.9047,5.3702,5,-387.18,XLK,False
2018-02-01,2018-02-02,2018-02-09,AMZN,LONG,HIGH,63.08,1.2,15.0,neutral,73.9671,66.8922,5,-383.79,XLY,False
2018-02-02,2018-02-05,2018-02-12,AMZN,LONG,HIGH,63.08,0.59,15.0,neutral,70.2235,69.2206,5,-56.13,XLY,False
2018-02-02,2018-02-05,2018-02-12,NVDA,LONG,MEDIUM,62.15,1.09,15.0,neutral,5.6195,5.6297,5,0.16,XLK,False
2018-02-05,2018-02-06,2018-02-13,AMZN,LONG,HIGH,63.08,0.7,6.0,neutral,68.161,70.6344,5,52.66,XLY,False
