core_preset,tqqq_weight,overlay_gross,score_source,shape,max_per_sector,earnings_blackout_days,holding_days,drawdown_circuit_breaker,cost_stress,total_return_pct,cagr_pct,sharpe,max_drawdown_pct,holdout_return_pct,holdout_alpha_vs_qqq_pct,holdout_alpha_vs_blend_pct,turnover_pct,alpha_vs_spy_pct,alpha_vs_qqq_pct,alpha_vs_blend_pct,tqqq_stress_row_gate_pass,stress_cost_levels,stress_has_required_costs,stress_all_gates_pass,stress_min_alpha_vs_spy_pct,stress_min_alpha_vs_qqq_pct,stress_min_alpha_vs_blend_pct,stress_min_holdout_alpha_vs_qqq_pct,stress_min_holdout_alpha_vs_blend_pct,robust_cost_stress_pass,robustness_score,drawdown_penalty,turnover_penalty,instability_penalty,paper_ready
tqqq_enhanced,0.0,0.5,factor_walkforward,top5,1,5,10,0.0,2.0,1833.92,19.92,1.004,-38.21,149.81,-2.3,27.82,22674.33,1071.17,209.11,726.35,True,"2.0,3.0,5.0",True,True,119.87,-742.19,-224.96,-25.39,4.73,False,-0.4081,0.5284,0.8837,0.0,False
tqqq_enhanced,0.0,0.5,factor_walkforward,top5,1,5,10,0.0,3.0,1443.43,18.27,0.935,-38.9,141.87,-10.24,19.88,22674.33,680.68,-181.38,335.86,True,"2.0,3.0,5.0",True,True,119.87,-742.19,-224.96,-25.39,4.73,False,-0.5047,0.556,0.8837,0.0,False
tqqq_enhanced,0.0,0.5,factor_walkforward,top5,1,5,10,0.0,5.0,882.62,15.04,0.797,-40.26,126.73,-25.39,4.73,22674.33,119.87,-742.19,-224.96,True,"2.0,3.0,5.0",True,True,119.87,-742.19,-224.96,-25.39,4.73,False,-0.6971,0.6104,0.8837,0.0,False
tqqq_enhanced,0.0,0.5,factor_walkforward,top5,1,5,20,0.0,2.0,2072.23,20.72,1.077,-36.54,175.54,39.22,64.5,12318.25,1336.76,555.43,1024.23,True,"2.0,3.0,5.0",True,True,672.17,-109.15,359.64,25.69,50.97,False,0.2495,0.4616,0.3659,0.0,False
tqqq_enhanced,0.0,0.5,factor_walkforward,top5,1,5,20,0.0,3.0,1823.42,19.82,1.038,-37.03,170.96,34.63,59.92,12318.25,1087.95,306.62,775.42,True,"2.0,3.0,5.0",True,True,672.17,-109.15,359.64,25.69,50.97,False,0.1909,0.4812,0.3659,0.0,False
tqqq_enhanced,0.0,0.5,factor_walkforward,top5,1,5,20,0.0,5.0,1407.64,18.05,0.96,-38.01,162.01,25.69,50.97,12318.25,672.17,-109.15,359.64,True,"2.0,3.0,5.0",True,True,672.17,-109.15,359.64,25.69,50.97,False,0.0737,0.5204,0.3659,0.0,False
tqqq_enhanced,0.0,0.5,factor_walkforward,top5,2,5,10,0.0,2.0,2193.45,21.18,1.042,-39.27,163.36,11.24,41.36,22332.3,1430.7,568.64,1085.88,True,"2.0,3.0,5.0",True,True,314.63,-547.44,-30.2,-11.12,18.99,False,-0.3954,0.5708,0.8666,0.0,False
tqqq_enhanced,0.0,0.5,factor_walkforward,top5,2,5,10,0.0,3.0,1736.67,19.54,0.975,-39.98,155.68,3.57,33.69,22332.3,973.92,111.85,629.09,True,"2.0,3.0,5.0",True,True,314.63,-547.44,-30.2,-11.12,18.99,False,-0.4908,0.5992,0.8666,0.0,False
tqqq_enhanced,0.0,0.5,factor_walkforward,top5,2,5,10,0.0,5.0,1077.37,16.32,0.841,-41.36,140.99,-11.12,18.99,22332.3,314.63,-547.44,-30.2,True,"2.0,3.0,5.0",True,True,314.63,-547.44,-30.2,-11.12,18.99,False,-0.68,0.6544,0.8666,0.0,False
tqqq_enhanced,0.0,0.5,factor_walkforward,top5,2,5,20,0.0,2.0,2171.39,21.05,1.088,-35.28,150.36,14.04,39.32,12036.79,1435.92,654.59,1123.39,True,"2.0,3.0,5.0",True,True,753.97,-27.35,441.44,2.16,27.44,False,0.325,0.4112,0.3518,0.0,False
tqqq_enhanced,0.0,0.5,factor_walkforward,top5,2,5,20,0.0,3.0,1916.72,20.17,1.05,-35.68,146.34,10.02,35.3,12036.79,1181.25,399.92,868.72,True,"2.0,3.0,5.0",True,True,753.97,-27.35,441.44,2.16,27.44,False,0.271,0.4272,0.3518,0.0,False
